"","ID","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"7185","ZNF235",-0.0454443928868757,0.285161387537839,-3.11119509648846,0.00187293487637526,0.00722505158202053,-6.82669398090285
"7186","COPS7A",0.0454429602934747,0.233902587938917,3.73775219524033,0.000187571473155261,0.000825752163694456,-4.68531323784617
"7187","KCNE3",0.0454397823168741,0.0858579321167882,5.44545696864738,5.39322012920349e-08,3.33103695492705e-07,3.12601341965597
"7188","GRHPR",-0.0454334005936355,0.906842656306988,-2.30368438362345,0.0212777597933952,0.0669578958127469,-9.01038186190102
"7189","ZNF862",-0.0454282330969714,0.208651727077369,-3.73887649550133,0.000186736842619024,0.000822473547135847,-4.68112021848739
"7190","LCK",-0.0454268865090902,0.0394993526258386,-7.90123028811867,3.31556679167275e-15,3.05521299451195e-14,19.3801674101752
"7191","SRPX2",0.0454265199165219,0.0290505161777107,9.22357712917225,4.02012802090061e-20,4.54278189851754e-19,30.5537418778827
"7192","ARMC4",-0.0454263082924765,0.0470466276616304,-7.67951622457557,1.88054511274142e-14,1.66819756838218e-13,17.6716176463466
"7193","NCR3",0.045426249840847,0.059144870677556,6.91537640509966,5.20080093757667e-12,4.12826968371815e-11,12.1483626539094
"7194","MORN1",-0.0454132150117033,0.110029905145775,-5.3357697732588,9.89794396636872e-08,5.99296355852872e-07,2.53775630381692
"7195","ELAC2",-0.0454067019941599,0.386442135357281,-3.06847435650824,0.0021621027110131,0.00824667792057007,-6.95848756546327
"7196","AHSA1",-0.0453709287578052,0.916430539224295,-2.15317360770197,0.0313487112257199,0.0941724692219019,-9.345540374944
"7197","TMCO3",0.0453616670290622,0.263707287570956,3.487155470199,0.000492034018809238,0.00205534548304462,-5.58858539363461
"7198","CDC37L1",0.0453475056625818,0.206748637613708,3.89742896012631,9.83839678652765e-05,0.000447267619902743,-4.07724576244497
"7199","DHRS13",0.0453234560209307,0.0800871408553762,6.2181660928326,5.40358282926512e-10,3.83213592586578e-09,7.60509976456537
"7200","GMIP",-0.0453173120922138,0.136734798206683,-4.64775191181894,3.43468261074292e-06,1.82192490196814e-05,-0.881607719045171
"7201","EXOSC3",-0.0453128228724069,0.664775911217284,-2.49595877918597,0.012591001061352,0.0417922580798534,-8.54936062460454
"7202","MICU2",0.045305296313079,0.92502745906911,2.21211273622213,0.0270001322131964,0.0824350883496163,-9.21698603390463
"7203","AC083798.2",-0.045296638672589,0.183045896468706,-3.94000079047953,8.2498544490171e-05,0.000378766837291112,-3.91085658314762
